SKU,Categoria,Subcategoria,Nombre Producto,Descripcion Corta,Descripcion Larga,Unidad Medida,Presentacion Comercial,Tipo
MATE-2313,Materiales de construccion,Materiales,m3 de concreto fc = 100 kg/cm2 bombeado,m3 de concreto fc = 100 kg/cm2 bombeado,m3 de concreto fc = 100 kg/cm2 bombeado. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2314,Materiales de construccion,Materiales,grava triturada gris,grava triturada gris,grava triturada gris. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2315,Materiales de construccion,Materiales,Colado de plantilla,Colado de plantilla,Colado de plantilla. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2316,Materiales de construccion,Materiales,CEMEX,CEMEX,CEMEX. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2317,Materiales de construccion,Materiales,palas,palas,palas. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2318,Materiales de construccion,Materiales,Destapar niveles,Destapar niveles,Destapar niveles. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2319,Materiales de construccion,Materiales,VIAJES DE AGUA Y 2 GARRAFAS DE 20 LTS,VIAJES DE AGUA Y 2 GARRAFAS DE 20 LTS,VIAJES DE AGUA Y 2 GARRAFAS DE 20 LTS. Material o servicio para construccion de obra civil.,LITRO,Litro,PRODUCTO
MATE-2320,Materiales de construccion,Materiales,TERMINAR TRABAJOS DE LA OBRA,TERMINAR TRABAJOS DE LA OBRA,TERMINAR TRABAJOS DE LA OBRA. Material o servicio para construccion de obra civil.,SERVICIO,Servicio,SERVICIO
MATE-2321,Materiales de construccion,Materiales,de diesel para retro case,de diesel para retro case,de diesel para retro case. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2322,Materiales de construccion,Materiales,m3 de cemento premesclado Fc 200 a las 10 de l mañana,m3 de cemento premesclado Fc 200 a las 10 de l mañana,m3 de cemento premesclado Fc 200 a las 10 de l mañana. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2323,Materiales de construccion,Materiales,Colar descanso y parte de la losa del estacionamiento,Colar descanso y parte de la losa del estacionamiento,Colar descanso y parte de la losa del estacionamiento. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2324,Materiales de construccion,Materiales,rollos de foamtech 15 cm,rollos de foamtech 15 cm,rollos de foamtech 15 cm. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2325,Materiales de construccion,Materiales,rollos de plastico,rollos de plastico,rollos de plastico. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2326,Materiales de construccion,Materiales,Colado de losas,Colado de losas,Colado de losas. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2327,Materiales de construccion,Materiales,ABONO DE BASE HIDRAULICA,ABONO DE BASE HIDRAULICA,ABONO DE BASE HIDRAULICA. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2328,Materiales de construccion,Materiales,A 225$ EL M3,A 225$ EL M3,A 225$ EL M3. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2329,Materiales de construccion,Materiales,concreto MR38,concreto MR38,concreto MR38. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2330,Materiales de construccion,Materiales,VALVULAS Y ACCESORIOS,VALVULAS Y ACCESORIOS,VALVULAS Y ACCESORIOS. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2331,Materiales de construccion,Materiales,Colado de registros y dentellon,Colado de registros y dentellon,Colado de registros y dentellon. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2332,Materiales de construccion,Materiales,contrajuntas 10/11,contrajuntas 10/11,contrajuntas 10/11. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2333,Materiales de construccion,Materiales,Impresora,Impresora,Impresora. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2334,Materiales de construccion,Materiales,paquete de hojas blancas papel bond tamaño carta,paquete de hojas blancas papel bond tamaño carta,paquete de hojas blancas papel bond tamaño carta. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2335,Materiales de construccion,Materiales,masquint o cinta adhesiva transparente,masquint o cinta adhesiva transparente,masquint o cinta adhesiva transparente. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2336,Materiales de construccion,Materiales,marca textos,marca textos,marca textos. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2337,Materiales de construccion,Materiales,marcador de cera o plumon negro,marcador de cera o plumon negro,marcador de cera o plumon negro. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2338,Materiales de construccion,Materiales,Impresion de juego de planos 90x60 (EST-01 al EST-08),Impresion de juego de planos 90x60 (EST-01 al EST-08),Impresion de juego de planos 90x60 (EST-01 al EST-08). Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2339,Materiales de construccion,Materiales,Papeleria en sitio,Papeleria en sitio,Papeleria en sitio. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2340,Materiales de construccion,Materiales,m3 de grava,m3 de grava,m3 de grava. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2341,Materiales de construccion,Materiales,m3 de Tepetate,m3 de Tepetate,m3 de Tepetate. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2342,Materiales de construccion,Materiales,lata de aerosol,lata de aerosol,lata de aerosol. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2343,Materiales de construccion,Materiales,Marcaje de cortes para su posterior colado,Marcaje de cortes para su posterior colado,Marcaje de cortes para su posterior colado. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2344,Materiales de construccion,Materiales,Bateria para Motoconformadora,Bateria para Motoconformadora,Bateria para Motoconformadora. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2345,Materiales de construccion,Materiales,Autozone,Autozone,Autozone. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2346,Materiales de construccion,Materiales,m3 de concreto para guarnicion,m3 de concreto para guarnicion,m3 de concreto para guarnicion. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2347,Materiales de construccion,Materiales,Matra,Matra,Matra. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2348,Materiales de construccion,Materiales,m3 de concreto para pavimento,m3 de concreto para pavimento,m3 de concreto para pavimento. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2349,Materiales de construccion,Materiales,MATERIAL HIDRAULICO COT 018337A,MATERIAL HIDRAULICO COT 018337A,MATERIAL HIDRAULICO COT 018337A. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2350,Materiales de construccion,Materiales,Cuenta BBVA:,Cuenta BBVA:,Cuenta BBVA:. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2351,Materiales de construccion,Materiales,Convenio:,Convenio:,Convenio:. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2352,Materiales de construccion,Materiales,Referencia :,Referencia :,Referencia :. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2353,Materiales de construccion,Materiales,REQ. 226 LABORATORIO ITA,REQ. 226 LABORATORIO ITA,REQ. 226 LABORATORIO ITA. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2354,Materiales de construccion,Materiales,Fc250 BOMBEADO - 28 M3 ZAPATAS,Fc250 BOMBEADO - 28 M3 ZAPATAS,Fc250 BOMBEADO - 28 M3 ZAPATAS. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2355,Materiales de construccion,Materiales,kg de alambron,kg de alambron,kg de alambron. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2356,Materiales de construccion,Materiales,Material para reparacion de red hidraulica,Material para reparacion de red hidraulica,Material para reparacion de red hidraulica. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2357,Materiales de construccion,Materiales,Pintura en spray,Pintura en spray,Pintura en spray. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2358,Materiales de construccion,Materiales,"DISCO CORTE DIAMANTE 14""","DISCO CORTE DIAMANTE 14""","DISCO CORTE DIAMANTE 14"". Material o servicio para construccion de obra civil.",DIA,Dia,PRODUCTO
MATE-2359,Materiales de construccion,Materiales,JUEGO DE SUJECION,JUEGO DE SUJECION,JUEGO DE SUJECION. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2360,Materiales de construccion,Materiales,Pinar de Lago,Pinar de Lago,Pinar de Lago. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2361,Materiales de construccion,Materiales,cubetas de grasa para chasis,cubetas de grasa para chasis,cubetas de grasa para chasis. Material o servicio para construccion de obra civil.,CUBETA_19L,Cubeta 19 L,PRODUCTO
MATE-2362,Materiales de construccion,Materiales,bolsa de estopa,bolsa de estopa,bolsa de estopa. Material o servicio para construccion de obra civil.,SACO,Saco,PRODUCTO
MATE-2363,Materiales de construccion,Materiales,inyector de grasa,inyector de grasa,inyector de grasa. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2364,Materiales de construccion,Materiales,Mantenimiento de la maquinaria,Mantenimiento de la maquinaria,Mantenimiento de la maquinaria. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2365,Materiales de construccion,Materiales,"cubetas de sellador acrilico 3 RODILLOS 9""","cubetas de sellador acrilico 3 RODILLOS 9""","cubetas de sellador acrilico 3 RODILLOS 9"". Material o servicio para construccion de obra civil.",CUBETA_19L,Cubeta 19 L,PRODUCTO
MATE-2366,Materiales de construccion,Materiales,Sellar el cemento estampado,Sellar el cemento estampado,Sellar el cemento estampado. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2367,Materiales de construccion,Materiales,YA SE PAGARON 2,YA SE PAGARON 2,YA SE PAGARON 2. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2368,Materiales de construccion,Materiales,FALTAN 2,FALTAN 2,FALTAN 2. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2369,Materiales de construccion,Materiales,cubetas de sellador autoanivelante,cubetas de sellador autoanivelante,cubetas de sellador autoanivelante. Material o servicio para construccion de obra civil.,CUBETA_19L,Cubeta 19 L,PRODUCTO
MATE-2370,Materiales de construccion,Materiales,Calefateo de cemento,Calefateo de cemento,Calefateo de cemento. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2371,Materiales de construccion,Materiales,SUMINISTRO ARENA,SUMINISTRO ARENA,SUMINISTRO ARENA. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2372,Materiales de construccion,Materiales,GRAVA Y ARENA LAVADA,GRAVA Y ARENA LAVADA,GRAVA Y ARENA LAVADA. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2373,Materiales de construccion,Materiales,foamtech,foamtech,foamtech. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2374,Materiales de construccion,Materiales,contrajuntas,contrajuntas,contrajuntas. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2375,Materiales de construccion,Materiales,CORTE DE PLANTILLAS PARA LABORATORIO,CORTE DE PLANTILLAS PARA LABORATORIO,CORTE DE PLANTILLAS PARA LABORATORIO. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2376,Materiales de construccion,Materiales,PIPA DE AGUA 3MIL LTS,PIPA DE AGUA 3MIL LTS,PIPA DE AGUA 3MIL LTS. Material o servicio para construccion de obra civil.,LITRO,Litro,PRODUCTO
MATE-2377,Materiales de construccion,Materiales,tabiques pagados por Daisy,tabiques pagados por Daisy,tabiques pagados por Daisy. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2378,Materiales de construccion,Materiales,FOAMTECH PINAR,FOAMTECH PINAR,FOAMTECH PINAR. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2379,Materiales de construccion,Materiales,VALES DE AGUA PARA PIPA DE AGUA,VALES DE AGUA PARA PIPA DE AGUA,VALES DE AGUA PARA PIPA DE AGUA. Material o servicio para construccion de obra civil.,LITRO,Litro,PRODUCTO
MATE-2380,Materiales de construccion,Materiales,SERIVICIO DE TIRADERO DE ESCOMBRO POR VIAJE,SERIVICIO DE TIRADERO DE ESCOMBRO POR VIAJE,SERIVICIO DE TIRADERO DE ESCOMBRO POR VIAJE. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2381,Materiales de construccion,Materiales,BOBINA DE PLASTICO NEGRO,BOBINA DE PLASTICO NEGRO,BOBINA DE PLASTICO NEGRO. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2382,Materiales de construccion,Materiales,"m3 CONCRETO HIDRAULICO MR 45 KG/CM2 TMA 1-1/2"" R.R. A 3 DIAS","m3 CONCRETO HIDRAULICO MR 45 KG/CM2 TMA 1-1/2"" R.R. A 3 DIAS","m3 CONCRETO HIDRAULICO MR 45 KG/CM2 TMA 1-1/2"" R.R. A 3 DIAS. Material o servicio para construccion de obra civil.",METRO_CUBICO,M3,PRODUCTO
MATE-2383,Materiales de construccion,Materiales,Reposicion de concreto en zanja,Reposicion de concreto en zanja,Reposicion de concreto en zanja. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2384,Materiales de construccion,Materiales,Pipa de agua chica,Pipa de agua chica,Pipa de agua chica. Material o servicio para construccion de obra civil.,LITRO,Litro,PRODUCTO
MATE-2385,Materiales de construccion,Materiales,Llenado de totem para compactaciones,Llenado de totem para compactaciones,Llenado de totem para compactaciones. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2386,Materiales de construccion,Materiales,Llenado de totem para prueba hidrostatica,Llenado de totem para prueba hidrostatica,Llenado de totem para prueba hidrostatica. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2387,Materiales de construccion,Materiales,a las 10:00 am,a las 10:00 am,a las 10:00 am. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2388,Materiales de construccion,Materiales,pzs Contrajuntas,pzs Contrajuntas,pzs Contrajuntas. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2389,Materiales de construccion,Materiales,colados,colados,colados. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2390,Materiales de construccion,Materiales,Dinamica Alro,Dinamica Alro,Dinamica Alro. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2391,Materiales de construccion,Materiales,viajes de 14m3 de tepetate,viajes de 14m3 de tepetate,viajes de 14m3 de tepetate. Material o servicio para construccion de obra civil.,METRO_CUBICO,M3,PRODUCTO
MATE-2392,Materiales de construccion,Materiales,viaje de arena,viaje de arena,viaje de arena. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2393,Materiales de construccion,Materiales,tramos de tubos,tramos de tubos,tramos de tubos. Material o servicio para construccion de obra civil.,METRO_LINEAL,Metro lineal,PRODUCTO
MATE-2394,Materiales de construccion,Materiales,Y una retro con disel,Y una retro con disel,Y una retro con disel. Material o servicio para construccion de obra civil.,PIEZA,Pieza,PRODUCTO
MATE-2395,Materiales de construccion,Materiales,TON DE CEMENTO se suministra 1 ton 18/11 y otra 19/11,TON DE CEMENTO se suministra 1 ton 18/11 y otra 19/11,TON DE CEMENTO se suministra 1 ton 18/11 y otra 19/11. Material o servicio para construccion de obra civil.,TONELADA,Tonelada,PRODUCTO
MATE-2396,Materiales de construccion,Materiales,cubetas de pintura de esmalte color gris motor 316-05,cubetas de pintura de esmalte color gris motor 316-05,cubetas de pintura de esmalte color gris motor 316-05. Material o servicio para construccion de obra civil.,CUBETA_19L,Cubeta 19 L,PRODUCTO
MATE-2397,Materiales de construccion,Materiales,?100 litros de thinner acrilico,?100 litros de thinner acrilico,?100 litros de thinner acrilico. Material o servicio para construccion de obra civil.,LITRO,Litro,PRODUCTO
MATE-2398,Materiales de construccion,Materiales,?2 cubetas de pintura vinilica color a igualar,?2 cubetas de pintura vinilica color a igualar,?2 cubetas de pintura vinilica color a igualar. Material o servicio para construccion de obra civil.,CUBETA_19L,Cubeta 19 L,PRODUCTO
